Date,Income,Expense,Category,Mode of Payment,Description,Balance
2023-12-29,277.77,45.45,Gas,Cash,Gas refill for car,-191960.48
2023-12-29,277.77,185.57,Health,Amazon Pay,Hospital bill,-192100.6
2023-12-29,277.77,28.35,Miscellaneous,Amazon Pay,Bought a book,-191943.38
2023-12-30,277.77,1038.53,Rent + Utilities,Cash,Utilities payment,-192955.15
2023-12-30,277.77,10.92,Food,Google Pay,Breakfast at diner,-191927.54
2023-12-30,277.77,73.02,Groceries,Credit Card,Weekly grocery shopping,-191989.64
2023-12-31,277.77,1020.63,Rent + Utilities,Google Pay,Utilities payment,-193781.95
2023-12-31,277.77,13.32,Food,Google Pay,Takeout lunch,-192774.64
2023-12-31,277.77,58.38,Gas,Credit Card,Gas refill for car,-192819.7
2023-12-31,277.77,463.24,Health,Cash,Hospital bill,-193224.56
2024-01-01,277.77,61.66,Groceries,Google Pay,Restocking pantry items,-185767.68
2024-01-02,277.77,39.55,Groceries,Cash,Weekly grocery shopping,-185529.46
2024-01-02,277.77,208.44,Health,Credit Card,Doctor appointment,-185698.35
2024-01-02,277.77,15.64,Subscriptions,Amazon Pay,Netflix subscription,-185505.55
2024-01-02,277.77,147.35,Travel,Google Pay,Hotel booking,-185637.26
2024-01-03,277.77,1029.37,Rent + Utilities,Cash,Monthly rent,-186652.49
2024-01-03,277.77,11.23,Food,Google Pay,Dinner from restaurant,-185634.35
2024-01-03,277.77,51.17,Gas,Google Pay,Gas refill for car,-185674.29
2024-01-03,277.77,25.55,Subscriptions,Cash,Netflix subscription,-185648.67
2024-01-04,277.77,1022.45,Rent + Utilities,Google Pay,Utilities payment,-187485.12
2024-01-04,277.77,11.67,Food,Amazon Pay,Breakfast at diner,-186474.34
2024-01-04,277.77,51.19,Gas,Google Pay,Gas refill for car,-186513.86
2024-01-04,277.77,68.84,Groceries,Amazon Pay,Restocking pantry items,-186531.51
2024-01-04,277.77,165.23,Health,Google Pay,Hospital bill,-186627.9
2024-01-05,277.77,1031.49,Rent + Utilities,Credit Card,Monthly rent,-188535.77
2024-01-05,277.77,16.37,Food,Google Pay,Breakfast at diner,-187520.65
2024-01-05,277.77,566.36,Health,Amazon Pay,Doctor appointment,-188070.64
2024-01-05,277.77,20.27,Miscellaneous,Cash,Gift for friend,-187524.55
2024-01-06,277.77,48.03,Gas,Cash,Gas refill for car,-188909.03
2024-01-06,277.77,33.83,Groceries,Google Pay,Restocking pantry items,-188894.83
2024-01-07,277.77,389.26,Health,Credit Card,Hospital bill,-189054.35
2024-01-07,277.77,24.56,Subscriptions,Cash,Amazon Prime,-188689.65
2024-01-08,277.77,55.21,Gas,Amazon Pay,Gas refill for car,-188856.35
2024-01-08,277.77,127.77,Health,Google Pay,Doctor appointment,-188928.91
2024-01-08,277.77,74.98,Travel,Amazon Pay,Hotel booking,-188876.12
2024-01-09,277.77,14.45,Food,Cash,Breakfast at diner,-188795.78
2024-01-09,277.77,53.69,Groceries,Amazon Pay,Weekly grocery shopping,-188835.02
2024-01-09,277.77,90.12,Travel,Amazon Pay,Vacation flight tickets,-188871.45
2024-01-09,277.77,25.64,Miscellaneous,Credit Card,Bought a book,-188806.97
2024-01-10,277.77,48.86,Gas,Amazon Pay,Gas refill for car,-188736.32
2024-01-10,277.77,81.32,Groceries,Amazon Pay,Restocking pantry items,-188768.78
2024-01-10,277.77,239.99,Health,Cash,Hospital bill,-188927.45
2024-01-11,277.77,24.25,Subscriptions,Amazon Pay,Spotify Premium,-188804.11
2024-01-12,277.77,45.23,Groceries,Cash,Weekly grocery shopping,-188571.57
2024-01-12,277.77,113.92,Travel,Cash,Hotel booking,-188640.26
2024-01-13,243,0,Monetary Gift,N/A,Received a gift,-188164.72
2024-01-13,277.77,1039.85,Rent + Utilities,Credit Card,Monthly rent,-189204.57
2024-01-13,277.77,16.03,Food,Credit Card,Breakfast at diner,-188180.75
2024-01-13,277.77,287.49,Health,Amazon Pay,Doctor appointment,-188452.21
2024-01-13,277.77,26.89,Subscriptions,Cash,Netflix subscription,-188191.61
2024-01-13,277.77,71.01,Travel,Credit Card,Vacation flight tickets,-188235.73
2024-01-13,277.77,35.29,Miscellaneous,Cash,Bought a book,-188200.01
2024-01-14,277.77,1026.05,Rent + Utilities,Cash,Utilities payment,-190389.56
2024-01-14,277.77,41.38,Gas,Credit Card,Gas refill for car,-189404.89
2024-01-14,277.77,28.97,Miscellaneous,Amazon Pay,Bought a book,-189392.48
2024-01-15,277.77,16.66,Food,Cash,Breakfast at diner,-190198.8
2024-01-15,277.77,98.55,Groceries,Amazon Pay,Restocking pantry items,-190280.69
2024-01-15,277.77,26.74,Subscriptions,Credit Card,Netflix subscription,-190208.88
2024-01-15,277.77,23.9,Miscellaneous,Cash,Bought a book,-190206.04
2024-01-16,277.77,14.63,Food,Cash,Takeout lunch,-190084.85
2024-01-16,277.77,47.29,Gas,Amazon Pay,Gas refill for car,-190117.51
2024-01-16,277.77,29.89,Subscriptions,Credit Card,Amazon Prime,-190100.11
2024-01-17,277.77,10.49,Food,Google Pay,Breakfast at diner,-189894.75
2024-01-18,277.77,49.68,Groceries,Credit Card,Restocking pantry items,-189666.66
2024-01-18,277.77,25.01,Subscriptions,Google Pay,Spotify Premium,-189641.99
2024-01-18,277.77,55.84,Travel,Cash,Hotel booking,-189672.82
2024-01-19,277.77,1027.36,Rent + Utilities,Cash,Monthly rent,-190497.1
2024-01-19,277.77,322.75,Health,Google Pay,Doctor appointment,-189792.49
2024-01-19,277.77,27.71,Subscriptions,Google Pay,Netflix subscription,-189497.45
2024-01-19,277.77,208.51,Travel,Amazon Pay,Hotel booking,-189678.25
2024-01-20,277.77,42.09,Gas,Google Pay,Gas refill for car,-190820.39
2024-01-20,277.77,76.02,Groceries,Amazon Pay,Weekly grocery shopping,-190854.32
2024-01-20,277.77,410.49,Health,Credit Card,Hospital bill,-191188.79
2024-01-20,277.77,14.53,Miscellaneous,Credit Card,Gift for friend,-190792.83
2024-01-21,277.77,1039.82,Rent + Utilities,Google Pay,Utilities payment,-192083.48
2024-01-22,277.77,11.82,Food,Amazon Pay,Breakfast at diner,-191817.53
2024-01-22,277.77,80.02,Groceries,Amazon Pay,Weekly grocery shopping,-191885.73
2024-01-22,277.77,15.18,Subscriptions,Cash,Amazon Prime,-191820.89
2024-01-22,277.77,256.69,Travel,Credit Card,Vacation flight tickets,-192062.4
2024-01-23,277.77,1023.36,Rent + Utilities,Cash,Utilities payment,-192915.01
2024-01-23,277.77,48.5,Gas,Credit Card,Gas refill for car,-191940.15
2024-01-23,277.77,403.35,Health,Amazon Pay,Doctor appointment,-192295.0
2024-01-23,277.77,18.45,Subscriptions,Google Pay,Netflix subscription,-191910.1
2024-01-23,277.77,18.34,Miscellaneous,Cash,Gift for friend,-191909.99
2024-01-24,277.77,1026.53,Rent + Utilities,Google Pay,Utilities payment,-194152.41
2024-01-24,277.77,29.45,Subscriptions,Google Pay,Spotify Premium,-193155.33
2024-01-24,277.77,18.31,Miscellaneous,Google Pay,Bought a book,-193144.19
2024-01-25,277.77,15.72,Food,Google Pay,Dinner from restaurant,-193938.12
2024-01-25,277.77,382.15,Health,Amazon Pay,Doctor appointment,-194304.55
2024-01-26,277.77,13.07,Food,Cash,Breakfast at diner,-194055.57
2024-01-26,277.77,80.02,Groceries,Credit Card,Weekly grocery shopping,-194122.52
2024-01-26,277.77,156.75,Health,Credit Card,Hospital bill,-194199.25
2024-01-26,277.77,27.93,Miscellaneous,Cash,Bought a book,-194070.43
2024-01-27,277.77,1028.53,Rent + Utilities,Google Pay,Utilities payment,-195071.03
2024-01-27,277.77,45.43,Gas,Cash,Gas refill for car,-194087.93
2024-01-27,277.77,24.24,Groceries,Amazon Pay,Restocking pantry items,-194066.74
2024-01-27,277.77,148.41,Health,Credit Card,Hospital bill,-194190.91
2024-01-28,277.77,1021.13,Rent + Utilities,Cash,Monthly rent,-196032.47
2024-01-28,277.77,181.65,Health,Google Pay,Doctor appointment,-195192.99
2024-01-28,277.77,17.16,Subscriptions,Credit Card,Netflix subscription,-195028.5
2024-01-28,277.77,24.22,Miscellaneous,Cash,Bought a book,-195035.56
2024-01-29,277.77,72.87,Groceries,Cash,Restocking pantry items,-196050.6
2024-01-29,277.77,20.82,Subscriptions,Credit Card,Netflix subscription,-195998.55
2024-01-29,277.77,116.39,Travel,Google Pay,Hotel booking,-196094.12
2024-01-29,277.77,25.92,Miscellaneous,Credit Card,Bought a book,-196003.65
2024-01-30,277.77,1028.45,Rent + Utilities,Amazon Pay,Monthly rent,-196964.41
2024-01-30,277.77,12.4,Food,Amazon Pay,Dinner from restaurant,-195948.36
2024-01-30,277.77,47.68,Miscellaneous,Google Pay,Bought a book,-195983.64
2024-01-31,277.77,10.03,Food,Cash,Takeout lunch,-196756.75
2024-01-31,277.77,60.03,Groceries,Google Pay,Restocking pantry items,-196806.75
2024-02-01,277.77,18.49,Subscriptions,Amazon Pay,Spotify Premium,-188224.4
2024-02-02,277.77,1038.95,Rent + Utilities,Cash,Utilities payment,-188985.58
2024-02-02,277.77,46.84,Gas,Google Pay,Gas refill for car,-187993.47
2024-02-02,277.77,21.17,Subscriptions,Google Pay,Spotify Premium,-187967.8
2024-02-03,277.77,280.1,Health,Credit Card,Hospital bill,-189055.92
2024-02-03,277.77,43.05,Miscellaneous,Google Pay,Gift for friend,-188818.87
2024-02-04,277.77,1036.47,Rent + Utilities,Amazon Pay,Utilities payment,-189857.67
2024-02-04,277.77,15.76,Food,Credit Card,Breakfast at diner,-188836.96
2024-02-04,277.77,89.77,Groceries,Google Pay,Restocking pantry items,-188910.97
2024-02-04,277.77,19.47,Subscriptions,Cash,Spotify Premium,-188840.67
2024-02-04,277.77,118.18,Travel,Credit Card,Vacation flight tickets,-188939.38
2024-02-05,277.77,1037.99,Rent + Utilities,Credit Card,Utilities payment,-190861.07
2024-02-05,277.77,43.63,Gas,Cash,Gas refill for car,-189866.71
2024-02-05,277.77,54.28,Groceries,Google Pay,Weekly grocery shopping,-189877.36
2024-02-05,277.77,419.1,Health,Google Pay,Doctor appointment,-190242.18
2024-02-05,277.77,21.2,Subscriptions,Cash,Netflix subscription,-189844.28
2024-02-05,277.77,220.58,Travel,Credit Card,Vacation flight tickets,-190043.66
2024-02-06,277.77,1026.44,Rent + Utilities,Amazon Pay,Monthly rent,-192368.53
2024-02-06,277.77,52.43,Gas,Cash,Gas refill for car,-191394.52
2024-02-06,277.77,36.9,Groceries,Credit Card,Restocking pantry items,-191378.99
2024-02-06,277.77,22.6,Subscriptions,Google Pay,Netflix subscription,-191364.69
2024-02-07,277.77,1020.31,Rent + Utilities,Credit Card,Utilities payment,-193223.0
2024-02-08,277.77,1025.1,Rent + Utilities,Google Pay,Monthly rent,-193970.33
2024-02-08,277.77,19.12,Food,Credit Card,Breakfast at diner,-192964.35
2024-02-08,277.77,53.29,Gas,Credit Card,Gas refill for car,-192998.52
2024-02-08,277.77,36.3,Groceries,Credit Card,Weekly grocery shopping,-192981.53
2024-02-08,277.77,261.73,Travel,Google Pay,Vacation flight tickets,-193206.96
2024-02-08,277.77,33.66,Miscellaneous,Amazon Pay,Gift for friend,-192978.89
2024-02-09,277.77,51.44,Gas,Cash,Gas refill for car,-194148.1
2024-02-09,277.77,125.53,Health,Credit Card,Hospital bill,-194222.19
2024-02-09,277.77,23.96,Subscriptions,Credit Card,Netflix subscription,-194120.62
2024-02-10,277.77,53.69,Gas,Cash,Gas refill for car,-194073.51
2024-02-10,277.77,171.03,Health,Cash,Doctor appointment,-194190.85
2024-02-10,277.77,233.73,Travel,Google Pay,Hotel booking,-194253.55
2024-02-11,277.77,98.92,Groceries,Google Pay,Weekly grocery shopping,-194299.42
2024-02-11,277.77,139.79,Health,Google Pay,Doctor appointment,-194340.29
2024-02-11,277.77,10.75,Miscellaneous,Amazon Pay,Gift for friend,-194211.25
2024-02-12,277.77,1031.75,Rent + Utilities,Credit Card,Monthly rent,-195203.94
2024-02-12,277.77,33.47,Groceries,Credit Card,Restocking pantry items,-194205.66
2024-02-13,277.77,1024.53,Rent + Utilities,Google Pay,Utilities payment,-195984.17
2024-02-13,277.77,44.51,Gas,Credit Card,Gas refill for car,-195004.15
2024-02-13,277.77,59.05,Groceries,Credit Card,Weekly grocery shopping,-195018.69
2024-02-13,277.77,17.17,Subscriptions,Google Pay,Amazon Prime,-194976.81
2024-02-13,277.77,236.78,Travel,Google Pay,Vacation flight tickets,-195196.42
2024-02-13,277.77,12.02,Miscellaneous,Amazon Pay,Bought a book,-194971.66
2024-02-14,277.77,115.39,Health,Google Pay,Doctor appointment,-196191.32
2024-02-15,277.77,15.02,Food,Cash,Dinner from restaurant,-195928.57
2024-02-15,277.77,130.45,Health,Amazon Pay,Hospital bill,-196044.0
2024-02-15,277.77,187.76,Travel,Amazon Pay,Hotel booking,-196101.31
2024-02-16,277.77,16.47,Food,Cash,Dinner from restaurant,-195985.48
2024-02-16,277.77,43.9,Gas,Cash,Gas refill for car,-196012.91
2024-02-16,277.77,23.2,Groceries,Cash,Restocking pantry items,-195992.21
2024-02-16,277.77,587.72,Health,Google Pay,Doctor appointment,-196556.73
2024-02-16,277.77,33.47,Miscellaneous,Amazon Pay,Bought a book,-196002.48
2024-02-17,277.77,10.42,Food,Cash,Breakfast at diner,-196406.42
2024-02-17,277.77,48.58,Gas,Amazon Pay,Gas refill for car,-196444.58
2024-02-17,277.77,40.84,Miscellaneous,Amazon Pay,Bought a book,-196436.84
2024-02-18,277.77,58.29,Gas,Cash,Gas refill for car,-196276.36
2024-02-18,277.77,73.41,Groceries,Google Pay,Restocking pantry items,-196291.48
2024-02-18,277.77,14.25,Subscriptions,Amazon Pay,Spotify Premium,-196232.32
2024-02-19,277.77,55.45,Gas,Credit Card,Gas refill for car,-196141.7
2024-02-19,277.77,144.9,Travel,Cash,Vacation flight tickets,-196231.15
2024-02-20,277.77,1020.29,Rent + Utilities,Credit Card,Utilities payment,-197029.12
2024-02-20,277.77,147.91,Health,Google Pay,Doctor appointment,-196156.74
2024-02-20,277.77,23.57,Subscriptions,Credit Card,Spotify Premium,-196032.4
2024-02-21,277.77,1038.1,Rent + Utilities,Google Pay,Utilities payment,-197960.93
2024-02-21,277.77,63.76,Groceries,Google Pay,Weekly grocery shopping,-196986.59
2024-02-21,277.77,360.61,Health,Google Pay,Doctor appointment,-197283.44
2024-02-21,277.77,21.23,Subscriptions,Amazon Pay,Netflix subscription,-196944.06
2024-02-21,277.77,38.1,Miscellaneous,Google Pay,Bought a book,-196960.93
2024-02-22,277.77,1022.97,Rent + Utilities,Google Pay,Monthly rent,-199189.83
2024-02-22,277.77,55.44,Groceries,Amazon Pay,Restocking pantry items,-198222.3
2024-02-22,277.77,176.61,Health,Amazon Pay,Doctor appointment,-198343.47
2024-02-23,277.77,1035.71,Rent + Utilities,Google Pay,Monthly rent,-200179.82
2024-02-23,277.77,57.44,Gas,Credit Card,Gas refill for car,-199201.55
2024-02-23,277.77,22.26,Subscriptions,Credit Card,Netflix subscription,-199166.37
2024-02-23,277.77,29.56,Miscellaneous,Google Pay,Gift for friend,-199173.67
2024-02-24,277.77,15.17,Food,Credit Card,Takeout lunch,-200026.48
2024-02-24,277.77,49.12,Gas,Cash,Gas refill for car,-200060.43
2024-02-24,277.77,47.04,Miscellaneous,Credit Card,Gift for friend,-200058.35
2024-02-25,277.77,92.75,Groceries,Credit Card,Weekly grocery shopping,-199937.62
2024-02-26,277.77,1038.59,Rent + Utilities,Amazon Pay,Monthly rent,-200698.44
2024-02-26,277.77,90.19,Groceries,Credit Card,Weekly grocery shopping,-199750.04
2024-02-26,277.77,204.2,Travel,Cash,Hotel booking,-199864.05
2024-02-26,277.77,48.77,Miscellaneous,Cash,Gift for friend,-199708.62
2024-02-27,277.77,1028.84,Rent + Utilities,Google Pay,Utilities payment,-201792.67
2024-02-27,277.77,46.16,Miscellaneous,Amazon Pay,Gift for friend,-200809.99
2024-02-28,277.77,1032.54,Rent + Utilities,Cash,Monthly rent,-202593.6
2024-02-28,277.77,50.14,Gas,Google Pay,Gas refill for car,-201611.2
2024-02-28,277.77,83.06,Groceries,Cash,Restocking pantry items,-201644.12
2024-02-28,277.77,540.72,Health,Cash,Hospital bill,-202101.78
2024-02-29,277.77,1024.71,Rent + Utilities,Google Pay,Utilities payment,-204014.46
2024-02-29,277.77,45.88,Gas,Cash,Gas refill for car,-203035.63
2024-02-29,277.77,344.42,Health,Amazon Pay,Hospital bill,-203334.17
2024-02-29,277.77,17.94,Miscellaneous,Google Pay,Bought a book,-203007.69
2024-03-01,277.77,10.06,Food,Google Pay,Takeout lunch,-195821.89
2024-03-01,277.77,75.01,Groceries,Amazon Pay,Weekly grocery shopping,-195886.84
2024-03-01,277.77,26.42,Miscellaneous,Google Pay,Gift for friend,-195838.25
2024-03-02,277.77,21.78,Subscriptions,Amazon Pay,Netflix subscription,-195667.33
2024-03-02,277.77,207.26,Travel,Cash,Vacation flight tickets,-195852.81
2024-03-03,277.77,16.76,Food,Credit Card,Breakfast at diner,-195613.58
2024-03-03,277.77,17.91,Subscriptions,Cash,Netflix subscription,-195614.73
2024-03-04,277.77,10.93,Food,Credit Card,Breakfast at diner,-195364.65
2024-03-04,277.77,385.8,Health,Cash,Hospital bill,-195739.52
2024-03-06,310,0,Monetary Gift,N/A,Received a gift,-194884.91
2024-03-06,277.77,1039.89,Rent + Utilities,Google Pay,Utilities payment,-195924.8
2024-03-06,277.77,79.48,Groceries,Credit Card,Restocking pantry items,-194964.39
2024-03-06,277.77,583.92,Health,Credit Card,Doctor appointment,-195468.83
2024-03-07,277.77,12.6,Food,Credit Card,Takeout lunch,-196323.03
2024-03-07,277.77,48.61,Gas,Credit Card,Gas refill for car,-196359.04
2024-03-07,277.77,58.26,Groceries,Credit Card,Weekly grocery shopping,-196368.69
2024-03-08,277.77,1037.77,Rent + Utilities,Cash,Monthly rent,-197189.9
2024-03-08,277.77,15.66,Food,Credit Card,Breakfast at diner,-196167.79
2024-03-08,277.77,59.39,Gas,Amazon Pay,Gas refill for car,-196211.52
2024-03-08,277.77,157.03,Health,Cash,Hospital bill,-196309.16
2024-03-08,277.77,23.76,Subscriptions,Cash,Spotify Premium,-196175.89
2024-03-09,277.77,165.13,Travel,Google Pay,Hotel booking,-197333.1
2024-03-10,277.77,1028.34,Rent + Utilities,Amazon Pay,Monthly rent,-198083.67
2024-03-10,277.77,18.71,Food,Google Pay,Takeout lunch,-197074.04
2024-03-10,277.77,45.38,Gas,Credit Card,Gas refill for car,-197100.71
2024-03-10,277.77,307.37,Health,Google Pay,Doctor appointment,-197362.7
2024-03-10,277.77,29.03,Subscriptions,Amazon Pay,Netflix subscription,-197084.36
2024-03-11,277.77,17.94,Food,Credit Card,Dinner from restaurant,-198224.33
2024-03-11,277.77,51.26,Gas,Credit Card,Gas refill for car,-198257.65
2024-03-11,277.77,59.98,Groceries,Amazon Pay,Weekly grocery shopping,-198266.37
2024-03-12,277.77,1033.13,Rent + Utilities,Amazon Pay,Utilities payment,-199090.93
2024-03-12,277.77,87.76,Groceries,Cash,Restocking pantry items,-198145.56
2024-03-12,277.77,182.84,Health,Amazon Pay,Doctor appointment,-198240.64
2024-03-13,277.77,1039.79,Rent + Utilities,Cash,Utilities payment,-200123.55
2024-03-13,277.77,17.27,Subscriptions,Google Pay,Spotify Premium,-199101.03
2024-03-13,277.77,191.89,Travel,Amazon Pay,Vacation flight tickets,-199275.65
2024-03-14,277.77,42.29,Gas,Amazon Pay,Gas refill for car,-200097.23
2024-03-14,277.77,95.43,Groceries,Credit Card,Weekly grocery shopping,-200150.37
2024-03-14,277.77,286.67,Health,Credit Card,Doctor appointment,-200341.61
2024-03-15,277.77,44.14,Gas,Amazon Pay,Gas refill for car,-200245.7
2024-03-15,277.77,40.88,Groceries,Google Pay,Weekly grocery shopping,-200242.44
2024-03-15,277.77,20.47,Subscriptions,Credit Card,Spotify Premium,-200222.03
2024-03-15,277.77,175.29,Travel,Google Pay,Vacation flight tickets,-200376.85
2024-03-15,277.77,16.65,Miscellaneous,Amazon Pay,Gift for friend,-200218.21
2024-03-16,277.77,1031.71,Rent + Utilities,Amazon Pay,Monthly rent,-201252.93
2024-03-16,277.77,49.52,Gas,Amazon Pay,Gas refill for car,-200270.74
2024-03-16,277.77,70.24,Groceries,Credit Card,Restocking pantry items,-200291.46
2024-03-17,277.77,1023.85,Rent + Utilities,Google Pay,Utilities payment,-202118.77
2024-03-18,277.77,1032.82,Rent + Utilities,Credit Card,Utilities payment,-202873.82
2024-03-18,277.77,19.1,Subscriptions,Cash,Amazon Prime,-201860.1
2024-03-18,277.77,28.13,Miscellaneous,Cash,Gift for friend,-201869.13
2024-03-19,277.77,1029.57,Rent + Utilities,Google Pay,Monthly rent,-203672.85
2024-03-19,277.77,15.99,Food,Amazon Pay,Breakfast at diner,-202659.27
2024-03-19,277.77,66.97,Groceries,Amazon Pay,Weekly grocery shopping,-202710.25
2024-03-19,277.77,93.76,Travel,Credit Card,Vacation flight tickets,-202737.04
2024-03-20,277.77,1033.68,Rent + Utilities,Google Pay,Utilities payment,-204605.48
2024-03-20,277.77,223.17,Health,Google Pay,Hospital bill,-203794.97
2024-03-20,277.77,290.66,Travel,Amazon Pay,Vacation flight tickets,-203862.46
2024-03-21,277.77,207.3,Health,Google Pay,Hospital bill,-205048.84
2024-03-22,277.77,471.21,Health,Cash,Doctor appointment,-205242.28
2024-03-22,277.77,21.73,Subscriptions,Credit Card,Amazon Prime,-204792.8
2024-03-22,277.77,207.15,Travel,Cash,Vacation flight tickets,-204978.22
2024-03-23,277.77,66.96,Groceries,Credit Card,Weekly grocery shopping,-205260.35
2024-03-24,277.77,1024.69,Rent + Utilities,Amazon Pay,Monthly rent,-206007.27
2024-03-24,277.77,59.79,Gas,Amazon Pay,Gas refill for car,-205042.37
2024-03-24,277.77,95.77,Groceries,Google Pay,Restocking pantry items,-205078.35
2024-03-24,277.77,29.59,Subscriptions,Amazon Pay,Netflix subscription,-205012.17
2024-03-24,277.77,73.89,Travel,Google Pay,Hotel booking,-205056.47
2024-03-25,277.77,11.17,Food,Google Pay,Takeout lunch,-205999.71
2024-03-25,277.77,175.83,Health,Cash,Hospital bill,-206164.37
2024-03-25,277.77,19.98,Subscriptions,Cash,Spotify Premium,-206008.52
2024-03-26,277.77,1025.86,Rent + Utilities,Amazon Pay,Utilities payment,-206943.61
2024-03-26,277.77,239.71,Travel,Google Pay,Hotel booking,-206157.46
2024-03-27,277.77,93.07,Groceries,Cash,Restocking pantry items,-206998.62
2024-03-27,277.77,578.83,Health,Credit Card,Doctor appointment,-207484.38
2024-03-27,277.77,93.79,Travel,Amazon Pay,Hotel booking,-206999.34
2024-03-27,277.77,20.12,Miscellaneous,Credit Card,Gift for friend,-206925.67
2024-03-28,277.77,157.27,Travel,Amazon Pay,Hotel booking,-207570.86
2024-03-29,277.77,15.93,Food,Credit Card,Dinner from restaurant,-207309.02
2024-03-30,277.77,97.55,Groceries,Cash,Restocking pantry items,-207128.8
2024-03-30,277.77,17.97,Subscriptions,Credit Card,Amazon Prime,-207049.22
2024-03-30,277.77,42.64,Miscellaneous,Cash,Bought a book,-207073.89
2024-03-31,277.77,413.4,Health,Cash,Hospital bill,-207325.04
2024-03-31,277.77,91.54,Travel,Credit Card,Hotel booking,-207003.18
2024-03-31,277.77,35.73,Miscellaneous,Cash,Bought a book,-206947.37
2024-04-01,393,0,Monetary Gift,N/A,Received a gift,-198448.44
2024-04-01,277.77,1026.54,Rent + Utilities,Cash,Utilities payment,-199474.98
2024-04-01,277.77,14.2,Food,Cash,Dinner from restaurant,-198462.64
2024-04-01,277.77,302.4,Health,Google Pay,Hospital bill,-198750.84
2024-04-01,277.77,26.55,Subscriptions,Credit Card,Spotify Premium,-198474.99
2024-04-01,277.77,145.76,Travel,Google Pay,Hotel booking,-198594.2
2024-04-01,277.77,36.23,Miscellaneous,Cash,Gift for friend,-198484.67
2024-04-02,277.77,1025.01,Rent + Utilities,Amazon Pay,Monthly rent,-200747.36
2024-04-02,277.77,14.27,Food,Google Pay,Takeout lunch,-199736.62
2024-04-02,277.77,49.4,Gas,Cash,Gas refill for car,-199771.75
2024-04-02,277.77,211.35,Health,Amazon Pay,Doctor appointment,-199933.7
2024-04-03,277.77,1023.34,Rent + Utilities,Google Pay,Utilities payment,-201767.95
2024-04-03,277.77,69.42,Groceries,Amazon Pay,Weekly grocery shopping,-200814.03
2024-04-03,277.77,83.39,Travel,Cash,Vacation flight tickets,-200828.0
2024-04-04,277.77,1035.1,Rent + Utilities,Cash,Monthly rent,-202678.09
2024-04-04,277.77,52.13,Gas,Google Pay,Gas refill for car,-201695.12
2024-04-04,277.77,270.26,Health,Google Pay,Doctor appointment,-201913.25
2024-04-04,277.77,15.32,Subscriptions,Google Pay,Amazon Prime,-201658.31
2024-04-04,277.77,26.71,Miscellaneous,Amazon Pay,Bought a book,-201669.7
2024-04-05,277.77,1033.13,Rent + Utilities,Amazon Pay,Monthly rent,-203797.87
2024-04-05,277.77,93.58,Groceries,Google Pay,Weekly grocery shopping,-202858.32
2024-04-05,277.77,28.73,Miscellaneous,Amazon Pay,Gift for friend,-202793.47
2024-04-06,277.77,56.16,Gas,Cash,Gas refill for car,-203698.57
2024-04-06,277.77,92.25,Groceries,Amazon Pay,Restocking pantry items,-203734.66
2024-04-06,277.77,504.74,Health,Credit Card,Doctor appointment,-204147.15
2024-04-06,277.77,43.31,Miscellaneous,Google Pay,Gift for friend,-203685.72
2024-04-07,277.77,1036.93,Rent + Utilities,Credit Card,Monthly rent,-205098.03
2024-04-07,277.77,10.64,Food,Credit Card,Dinner from restaurant,-204071.74
2024-04-08,277.77,45.69,Gas,Cash,Gas refill for car,-204876.59
2024-04-08,277.77,15.52,Subscriptions,Cash,Netflix subscription,-204846.42
2024-04-08,277.77,264.65,Travel,Credit Card,Hotel booking,-205095.55
2024-04-09,277.77,1020.81,Rent + Utilities,Credit Card,Monthly rent,-205899.8
2024-04-09,277.77,58.42,Gas,Google Pay,Gas refill for car,-204937.41
2024-04-09,277.77,80.13,Groceries,Cash,Weekly grocery shopping,-204959.12
2024-04-09,277.77,286.12,Health,Credit Card,Hospital bill,-205165.11
2024-04-10,277.77,46.43,Gas,Amazon Pay,Gas refill for car,-206093.13
2024-04-10,277.77,381.1,Health,Google Pay,Hospital bill,-206427.8
2024-04-10,277.77,20.54,Subscriptions,Google Pay,Amazon Prime,-206067.24
2024-04-10,277.77,39.12,Miscellaneous,Credit Card,Gift for friend,-206085.82
2024-04-11,277.77,85.33,Groceries,Google Pay,Restocking pantry items,-206341.45
2024-04-12,277.77,417.13,Health,Credit Card,Doctor appointment,-206480.81
2024-04-13,277.77,1023.13,Rent + Utilities,Credit Card,Monthly rent,-207226.17
2024-04-13,277.77,16.41,Food,Cash,Dinner from restaurant,-206219.45
2024-04-13,277.77,60.39,Groceries,Google Pay,Weekly grocery shopping,-206263.43
2024-04-13,277.77,28.9,Subscriptions,Credit Card,Amazon Prime,-206231.94
2024-04-14,277.77,16.76,Food,Credit Card,Takeout lunch,-207070.86
2024-04-14,277.77,97.03,Groceries,Credit Card,Weekly grocery shopping,-207151.13
2024-04-14,277.77,187.38,Health,Google Pay,Hospital bill,-207241.48
2024-04-14,277.77,14.34,Subscriptions,Amazon Pay,Amazon Prime,-207068.44
2024-04-15,277.77,11.06,Food,Credit Card,Takeout lunch,-207102.9
2024-04-15,277.77,55.17,Groceries,Google Pay,Weekly grocery shopping,-207147.01
2024-04-15,277.77,589.93,Health,Cash,Hospital bill,-207681.77
2024-04-15,277.77,23.41,Subscriptions,Cash,Spotify Premium,-207115.25
2024-04-15,277.77,100.03,Travel,Credit Card,Hotel booking,-207191.87
